id,titulo,subtitular,categoria
021722centro,vias despejadas tras nueve horas,derrumbes afectaron la rn 10 la antigua guatemala patzun y patzicia chimaltenango,Riesgos y Emergencias
021722sur,casas se agrietan,familias temen que otro temblor las deje sin techo en catarina san marcos,Comunidades
021722norte,buscan atraer el turismo,empresarios buscan que la ciudad de flores sea marca internacional,Comunidades
021722oriente,casi celebraban,en el ultimo minuto el csd agua blanca empata 2 2 a sanarate fc en el estadio ayotero,Comunidades
021822nacional,cobraban q7000 por dpi,desarticulan banda que tramitaba documentos falsos para extranjeros que buscaban legalizarse en el pais,Comunidades
021822occidente,se infectan en la carcel,treinta y cinco presos estan contagiados de covid en totonicapan,Comunidades
021822centro,descubren mas danos,el calvario escuela de cristo y nuestra senora del pilar de zaragoza sufren grietas,Educacion y Salud Comunitaria
021822sur,de 10 tiros matan a futbolista,eduardo aguilar habia recibido amenazas de mareros de colombia,Deporte
021822norte,ejecutan a pintor,estaba secuestrado desde el domingo y aparece en terreno baldio de santo tomas de castilla,Religion y Tradicion
021822oriente,retoman obra atrasada,tras dos anos de espera inicia recapeo de 18 kms hacia jocotan que costara q61 millones,Comunidades
021822guate,no quieren mas accidentes,un dia despues de la tragedia en ciudad satelite en mixco autoridades realizan operativos viales,Accidentes y Tragedias
021922nacional,gasolina por las nubes q35 por galon,precio de los combustibles sigue al alza y pone todo mas caro,Comunidades
021922occidente,tres dias incomunicados,y donde estan las autoridades vecinos claman por pronta atencion en esquipulas palo gordo san marcos,Comunidades
021922guate,accidente saldra caro,taxista podria pagar q15 mil luego de derribar un poste en la calzada roosevelt,Accidentes y Tragedias
022022nacional,manana empiezan las clases,este lunes se inicia el ciclo escolar 2022 y solo en 116 municipios del pais serian presenciales enterese hoy de todos los detalles del regreso a las aulas,Comunidades
022122nacional,mensajero de la muerte,10 meses despues de cumplir condena por homicidio regresa a prision por asesinar a taxista en la capital,Criminalidad y Violencia
022122occidente,cayo en letrina,familiares de domingo puac lo buscaban desde el martes pero es hallado en fosa septica en san cristobal totonicapan,Comunidades
022122centro,aguantan embestida,cisnes de chimaltenango defienden resultado de 2 1 ante ganaderos de agua blanca,Comunidades
022122sur,serpientes se imponen en casa,coatepeque vence 1 0 a quiche y se ubica en lo mas alto del grupo a de la primera division,Comunidades
022122norte,lo buscan en eeuu,el excoronel otto fernando godoy fue detenido ayer en san benito peten,Comunidades
022122oriente,muere en su ley,presunto asaltante es atacado por desconocidos en esquipulas,Comunidades
022122guate,se llevan al jinete,restauraran la estatua que representaba al expresidente jose maria reyna barrios en la avenida reforma zona 10,Comunidades
022222nacional,accidentado regreso a clases,alumnos de los establecimientos publicos comienzan ciclo escolar entre carencias mala infraestructura y abandono,Proyectos de Infraestructura
022222occidente,con alcohol y cubrebocas,ninos regresan a clases en diferentes modalidades en el occidente del pais,Comunidades
022222centro,dos anos y siguen cerradas,clases seran a distancia debido a que sacatepequez y chimaltenango estan en semaforo rojo,Comunidades
022222sur,padres exigen protocolos,separan en grupos a los alumnos para evitar aglomeraciones en las aulas de aldea las margaritas malacatan,Comunidades
022222norte,un ano sin reparar,estudiantes peligran por mal estado del techo de la cancha del instituto domingo juarros de puerto barrios,Comunidades
022222oriente,deben esperar,estudiantes no tendran clases presenciales por contagios en la region,Comunidades
022222guate,dia de alegria,estudiantes participan en inauguracion del ciclo escolar aunque las clases seguiran a distancia en el caserio lo de gomez san juan sacatepequez,Comunidades
022322nacional,sube el precio del pan,hasta el frances con frijoles se vuelve un lujo,Comunidades
022322occidente,entre la vida y la muerte,coyotes pierden control de picop en champollap san pedro sacatepequez,Comunidades
022322centro,cada vez mas pequeno,reducen tamano de pan popular ante incremento del precio en materia prima,Comunidades
022322sur,sacrifican calidad del pan,ante alza de insumos algunos hacen el producto mas pequeno y otros usan agua en lugar de leche en ayutla,Comunidades
022322norte,parecia un bulto y era un muerto,el cadaver de un hombre no identificado fue localizado por una mujer en morales,Accidentes y Tragedias
022322oriente,lo acusan de violacion,capturan a carlos cruz en zacapa y presunto complice sigue profugo,Comunidades
022322guate,precio se calienta,vecinos se preocupan porque cada vez es mas dificil llevar el pan diario a la mesa de los hogares,Comunidades
022422nacional,capturan a medico violador,dia violento contra mujeres en menos de 24 horas 5 muertes y 2 victimas de abuso sexual,Comunidades
022422occidente,envia regalo al papa,huehueteco confecciona tunica para el santo padre,Religion y Tradicion
022422centro,entierran al chino curioso,youtuber sanmartineco promocionaba cultura y tradiciones del departamento de chimaltenango,Comunidades
022422sur,peligro en la escuela,paredes se vienen abajo en plantel de aldea san rafael docentes temen que edificio completo se desplome en coatepeque,Educacion y Salud Comunitaria
022422norte,disminuyen accidentes aumentan los partos,en los ultimos 2 anos disminuyo la violencia y aumentaron emergencias por nacimientos de bebes,Criminalidad y Violencia
022422oriente,alarma por rabia,mas de 40 reses han muerto por brote detectado en zacapa ,Accidentes y Tragedias
022422guate,casi le cuesta la vida,con una herida en el rostro resulto el chofer de un camion repartidor luego de volcar en la bajada de arimany en chinautla,Deporte
022522nacional,estalla la guerra,rusia lanza cientos de misiles y avanza en su invasion a ucrania,Comunidades
022522occidente,a la caza de infractores,fuerzas de seguridad advierten que seguiran con operativos sorpresas en san pedro sacatepequez,Seguridad y Bienestar
022522centro,temen derrumbes,la ruta que conduce de chiche a tecpan guatemala sigue sin ser asfaltada,Riesgos y Emergencias
022522sur,derroche de belleza,encantadoras candidatas estan listas para luchar por la corona de senorita ayutla,Comunidades
022522norte,llegan mas turistas,en estos dias ha aumentado la visita de extranjeros a la isla de flores,Comunidades
022522oriente,macheteo a hombre en cantina,sentencian a santos martinez a 20 anos de carcel por homicidio perpetrado en chiquimula,Criminalidad y Violencia
022522guate,se sienten abandonados,mas de mil familias sufren por calles en mal estado y falta de agua en un sector de la aldea sacsuy en san juan sacatepequez,Comunidades
022622nacional,tres tortillas por un quetzal,el costo del maiz se dispara y el consumidor paga las consecuencias tortillerias adaptan el precio para subsistir en este negocio,Comunidades
022622occidente,sentencian a madre e hijo,pasaran 72 y 45 anos en prision por machetear a anciano y nena de 3 anos en totonicapan,Comunidades
022622guate,golpe al bolsillo,las tortillas no se escapan al alza y en muchos lugares del departamento ya estan a 3 por q1 o mucho mas pequenas,Comunidades
022722nacional,jubilo en las calles,fieles conmemoran 300 anos de jesus nazareno de la merced como patron de la capital cientos salen a las calles acompanan el recorrido y disfrutan de los sabores y colores de la epoca,Comunidades
022822nacional,al borde de una guerra nuclear,conozca la destruccion que puede causar este potente armamento,Comunidades
022822occidente,usan escritorios viejos,mobiliario de escuela rafael alvarez ovalle en tejutla tiene mas de 35 anos de antiguedad,Educacion y Salud Comunitaria
022822centro,una rama detuvo su caida,rescatan a hombre que cayo a un barranco en iximche tecpan guatemala,Comunidades
022822sur,mas caro o mas pequeno,alza en insumos para preparar pan obliga a consumidores a elegir entre calidad o cantidad en san pablo,Deporte
022822norte,entre la vida y la muerte,tres certeros disparos tienen en estado grave al ganadero everardo mayen atacado en piedra parada puerto barrios,Comunidades
022822oriente,machetea a victima y lo cachan,delincuente se mete a robar a casa en zacapa y lo agarran a paletazos,Comunidades
022822guate,albos se inspiran,segundo tiempo alcanza para que comunicaciones b recete goleada a los orientales en jornada de la primera division,Comunidades
030122nacional,2 chapines bajo fuego ruso,cuentan a nuestro diario como sobrevivieron a los ataques en ucrania,Comunidades
030122occidente,roban agua,construcccion de pozo mecanico deja sin liquido a vecinos de la joya y terrero en huehuetenango,Comunidades
030122centro,recuperan vehiculos,policia mantiene plan de seguridad y ejecuta operativos en chimaltenango ante robo de motos y autos,Seguridad y Bienestar
030122sur,cae de picop,agricultor se debate entre la vida y la muerte tras sufrir percance en la blanca san marcos,Accidentes Viales
030122norte,atenderan a migrantes,en edificio funcionara un puesto de salud en san luis donde tambien seran atendidos los indocumentados,Seguridad y Bienestar
030122oriente,iba a dejar su esposa al trabajo,luis perez murio tras colision entre dos motos en el puente tzepoctun esquipulas,Proyectos de Infraestructura
030122guate,mujeres toman el azadon,combinan las tareas del hogar con el cultivo de fresas en san juan sacatepequez,Comunidades
030222nacional,asesinan entre 6 y 9 personas todos los dias,guatemala escuintla chiquimula e izabal son los departamentos con mas muertes violentas,Comunidades
030222occidente,temen ser blanco de la delincuencia,exigen mas patrullajes ante incremento de asaltos en tejutla,Criminalidad y Violencia
030222centro,aumentaran seguridad en cuaresma,policia anuncia incremento en patrullajes en la antigua guatemala por comienzo de la cuaresma,Seguridad y Bienestar
030222sur,tremenda golpiza,rodolfo vasquez sobrevive luego de que malhechores entraran a su vivienda para atacarlo en colomba,Comunidades
030222norte,infraestructura danada,mas de 600 familias portenas son afectadas por mal estado de carreteras y puentes desde eta y iota,Accidentes Viales
030222oriente,descuidan atencion a pacientes,salubristas de zacapa salen a las calles para exigir equipo hospitalario,Educacion y Salud Comunitaria
030222guate,ola de fervor,este ano vuelven los cortejos procesionales los cuales llenan de jubilo y esperanaza a la feligresia en semana santa,Comunidades
030322nacional,venganza entre los herederos lorenzana,pelea de poder de primos del clan causa la muerte del broy en huite,Comunidades
030322occidente,temen por su vida,transportistas de tacana paralizan labores por conflicto entre ixchiguan y tajumulco,Inseguridad y Conflictos
030322centro,no entregaron el dinero,organizan carrera en beneficio de bomberos de chimaltenango pero aporte economico no se hizo efectivo,Comunidades
030322sur,se cansan de esperar,respuesta de autoridades no llego y vecinos de aldea buena vista las flores mejoran calle gracias a apoyo de connacionales en catarina,Comunidades
030322norte,comienza pesca en majua,durante cuatro meses pescadores portenos pueden comercializar estos peces debido a que tiene veda,Comunidades
030322oriente,ponen orden en el mercado,piden a comerciantes que liberen las calles y ocupes sus puestos en la plaza de chiquimula,Comunidades
