022023centro,hospital brinda atencion irregular,trasladan equipo y personal a instalciones de nuevo centro asistencial,Seguridad y Bienestar,
022023occidente,ciclo empieza con 257 mil inscritos,los salones de clases vuelven a ser inundados con la alegria de los estudiantes,Educacion,
022023oriente,54 mil ninos vuelven a clases,despues de tres anos los centros educativis de jutiapa abren de nuevo sus puertas,Educacion,
022023sur,comienza la fiesta,la costa goza del primer desfile en el inicio de carnaval,Comunidades,
022023norte,agua para el futuro,firma de convenio busca la limpieza del rio motagua y la siembre de arboles en el cerro san gil,Comunidades,
022023guate,remodelaran parque centenario,la proxima semana empezaran los trabajos que se extenderan ocho meses  que incluyen iluminacion y conexiones peatonales,Proyectos de Infraestructura,
022123nacional,miles a las aulas,mayoria de alumnos vuelve a estudiar sin novedad otros se toparon con la falta de escritorios maestros agua luz o salones sucios,Educacion,
022123centro,216 mil alumnos llenan las aulas,estudiantes de todos los niveles comienzan clases presencioales en la region,Educacion,
022123occidente,faltan 30 mil alumnos para meta anual,sistema de inscripcion continua abierto y se espera llegar a los 290 mil previstos para el ano,Educacion,
022123oriente,le devuelven vida a la escuela,fueron tres ciclos escolares desde la pantallas ahora retoman las clases junto a sus companeron,Educacion,
022123sur,hoy es martes de carnaval,desfile infantil llena de color y sonrisas las calles de mazatenango,Comunidades,
022123norte,tres anos despues vuelven a la escuela,la alegria de los inos invade los centros educativos de la region,Educacion,
022123guate,cuatro mil estudiantes,ninos y jovenes del sector publico volvieron ayer a los centros educativos para empezar el ciclo escolar 2023,Educacion,
022223nacional,7 casas reducidas a cenizas,familias pierden todo ante las llamas de un incendio causado por cortocircuitos vecinos rompen tuberias para apagar el fuego ante carencia de agua,Accidentes y Tragedias,
022223centro,no encuentran a sus pacientes,desorden impera en el primer dia de labores del nuevo hospital,Riesgos y Emergencias,
022223occidente,capturan a extorsionistas colombianos,policia sorprende exigiendo dinero a vendedor de ropa,Delincuencia,
022223oriente,abandonan consulta externa por danos,inmueble para atencion con cita que costo q3 millones es cerrado por danos  ahora dan atencion en clinicas internas del hospital,Proyectos de Infraestructura,
022223sur,la vida es un carnaval,comparsas alegran las calles de la ciudad en su feria,Comunidades,
022223norte,6 mil mas llegan a las aulas,izabal tuvo un incremento en el numero de estudiantes este ano,Educacion,
022223guate,estaba abandonado,para que mas personas visiten el centro recreativo vista bella  se han realizado mejoras en los jardines  las piscinas y los juegos infantiles  entre otras areas,Proyectos de Infraestructura,
022323nacional,estafados en las redes sociales,desarticulan banda que defraudaba desde facebook con la compra venta de vehicukos robados en al menos 7 departamentos,Delincuencia,
022323centro,enferman por el frio,hasta cinco personas al dia son afectadas por bajas temperaturas y en pediatria se mantienen 30 pacientes,Desastres Naturales,
022323occidente,hacen falta 6 maestros,150 ninos de la escuela tipo federacion aun no reciben clases,Educacion,
022323oriente,saquean escuelas,delincuentes entran a dos centros educativos para robar inmobiliarion vecinos exigen mas patrullajes,Delincuencia,
022323sur,folclor y cultura en las calles,estampadas y bailes realizan las tradiciones de diversos rincines de suchipequez,Comunidades,
022323norte,reactivan el turismo y la economia,empresarios de izabal se involucran para recibir a veraneantes,Comunidades,
022323guate,caminan con cafe,con la imposicion de la ceniza  miles de catolicos en diferentes localidades inician la cuaresma  40 dias de preparacion previo a la semana santa,Religion y Tradicion,
022423nacional,marero se disfraza de enfermero para asesinar,sicarios de las ms es capturado en el hospital san juan de dios cuando iba a matar a otro pandillero,Criminalidad y Violencia,
022423centro,nuevo hospital no tiene especialistas,tres areas aun no atienden en su totalidad,Seguridad y Bienestar,
022423occidente,retienen a 4 funcionarios,pobladores exigen terminar proyectos en la carretera pues tiene 10 meses abandonada,Proyectos de Infraestructura,
022423oriente,basurero se forma en una semana,a pobladores les averguenza que turistas vean los desechos y temen posible brote de enfermedades,Riesgos y Emergencias,
022423sur,llevan entrenamiento,jinetes y ejemplares de alta escuela alegran a pobladores en su feria,Educacion,
022423norte,derroche de belleza,diez candidatas aspiran a la corona de reina de la feria familiar en honor a santo tomas de aquino,Religion y Tradicion,
022423guate,problema de todos los dias,falta de transporte afecta a los vecinos de san antonio las flores quienes para salir de sus labores deben viajar en parrillas o taxis colectivos,Comunidades,
022523nacional,2023 se inicia con menos asesinatos,en comparacion con los ultimos cinco anos este tuvo una disminucion de muertes violentas algunos lugares como mazatenango no han tenido asesinato,Seguridad y Bienestar,
022623nacional,masacre en boca del monte,seis jovenes mueren al ser atacados a tiros cuando conversaban en una tienda entre ellos un menor de 17 anos,Criminalidad y Violencia,
022723nacional,mata a su hijo a lenazos,ismael chaman bebia con cristian pero discutieron y la pelea acabo en tragedia,Criminalidad y Violencia,
022723centro,estudian en el patio,hacinamiento afecta a alumnos del canton san antonio mientras tratan de construir galerias,Educacion,
022723occidente,dos meses de espera,vecinos senalan que obra paralizada perjudica a comunidades transportistas,Comunidades,
022723oriente,exigen mas seguridad a las escuelas,tras capturas de ladron en petapilla madres de familia piden acciones para evitar asaltos,Educacion,
022723sur,cierran festejos,mazatecos acuden a los juegos mecanicos y ventas de las ferias,Comunidades,
022723norte,listos para recibir visitantes,el balneario yaxtunilha se distingye por sus aguas azul turquesa,Comunidades,
022723guate,respiro para el negocio,al menos 18 mil comerciantes aprovechan la cuaresma y semana santa para ofrecer articulos religiosos alimentos y mas en procesiones,Comunidades,
022823nacional,se pasa de tragos y mata a sus hermanos,edwin aradio pop artola una de las victimas participaria como candidato a la alcadia  de chahal,Criminalidad y Violencia,
022823centro,no dejaria vender comida en mal estado,tecnicos verificaria negocios durante cuaresma y semana santa,Riesgos y Emergencias,
022823occidente,destrozo en centro de salud,desconocidos ingresan a instalciones y roban objetos de valor,Delincuencia,
022823oriente,interceptan a nueve migrantes,siete haitianos y dos hombres originarios de guinea fueron sorprendidos en vado hondo en su camino a eeuu,Delincuencia,
022823sur,donan 10 computadoras,benefician a 160 estudiantes,Educacion,
022823norte,alfabetizaran en 60 comunidades,maestros de conalfa comienzan labores para erradicar el analfabetismo,Educacion,
022823guate,trabajan en equipo,jovenes y adultos se organizan en san antonio las flores para rescatar el cementerio local que se encontraran abandonado,Proyectos de Infraestructura,
030123nacional,violaba a menor de 15 anos,madre de la victima lo sorprende cometiendo el delito avisa a la policia y lo capturan,Criminalidad y Violencia,
030123centro,2 maestros dan clases en 7 grados,profesores descuidan ensenanza de alumnos en la escuela de la aldea panibaj,Educacion,
030123occidente,cae sobre puente en construccion,trailer dana trabajos de ampliacion de paso angosto,Accidentes Viales,
030123oriente,adolescente se estrella contra arbol,cristofer pineda de 17 anos muere y su acompanante resulta herido,Accidentes Viales,
030123sur,obra se atrasa 9 meses,trabajadores retomaron construccion de carretera acapan manchon,Proyectos de Infraestructura,
030123norte,reciben clases en el suelo,alumnos de la escuela de aldea las cruces de virginia solo tienen 50 escritorios,Educacion,
030123guate,buscan atraer a compradores,comite de inquilinos y la administracion del mercado en ciudad quetzal se unen para realizar varias mejoras,Comunidades,
030223nacional,100 accidentes semanales,exceso de velocidad irrespetar semafotros distraerse con el celular o manejar en estado de ebriedad han aumentado perfcances viales,Accidentes Viales,
030223centro,abandonan obra iniciada hace 18 meses,vecinos exigen que pavimenten tramo de 2 kilometros,Proyectos de Infraestructura,
030223occidente,23 anos tras las rejas,deivi coronado de 23 anos estara recluido en la granja penal de cantel por intentar matar a una mujer,Riesgos y Emergencias,
030223oriente,ola de calor golpea al oriente,comite municipal de emergencia senala que sensacion termica podria llegar a los 40 grados o mas,Desastres Naturales,
030223sur,regresan a casa por falta de maestros,60 alumnos no reciben clases y padres exigen contratacion de personal,Educacion,
030223norte,pueblo pintoresco,inguat oficializa distincion que busca atraer mas turistas a la isla,Comunidades,
030223guate,vecinos del caserio las joyas y miembros del cocode se han unido para construir muro y rehabilitar paso que colapso duramte el invierno pasado,-,Proyectos de Infraestructura,
030323nacional,sin rastro de 75 mujeres,de 312 alertas activas hasta el 25 de febrero muchas victimas siguen sin aparecer la mayoria se fue de su hogar por violencia intrfamiliar,Seguridad y Bienestar,
030323centro,pacientes deben esperar 15 dias,suspenden cirugia por falla en sistema de agua del hospital,Riesgos y Emergencias,
030323occidente,24 denuncias por extorsion,preocupa el aumento de casos de estafas y cobros,Delincuencia,
030323oriente,regularan ingreso al basurero,mal manejo de desecho genera problemas de salud a vecinos de la cabecera departamental,Riesgos y Emergencias,
030323sur,esperan a 10 mil turistas,comerciantes portenos estan listos para recibir a visitantes en el inicio de la cuarentena,Comunidades,
030323norte,caminan entre pozas de lodo,vecinos de la colonia santa barbara se quejan por mal estado de calle principal,Proyectos de Infraestructura,
030323guate,solicitud sin respuesta,casi un mes ha pasado desde que varias tumbas fueron profenadas en concepcion sacojito y a pesar de que los vecinos pidieron mayor seguroidad el lugar sigue igual,Delincuencia,
030423nacional,robaron rinon a paciente,cuatro medicos fueron capturados senalados de trafico de organos juez les da libertad y los cita para el 14 de marzo,Delincuencia,
030523nacional,bebe muere en incendio,casa agarra fuego cuando nina de 4 meses dormia mientras su mama lavaba en el rio hermano de 3 anos sufre quemaduras,Accidentes y Tragedias,
030623nacional,no pudieron llevarse la coca,detectan narcoavioneta con mas de 800 paquetes de droga  la cual  al parecer  iba a ser embarcada en el rio la pasion  capturan a cuatro guatemaltecos p,Delincuencia,
030623centro,su familia lo buscaba,menor con discapacidad estaba perdido y murio atropellado en la ruta interamericana,Accidentes Viales,
030623occidente,piden espacio para trabajar,comerciantes exigen area para vender pues obras tienen retraso y los productos son contaminados por el polvo,Proyectos de Infraestructura,
